Player,Team,Matches,Runs,Wickets,Strike Rate,Economy Rate,Catches,Stumpings,Player Role
Player_286,Mumbai Indians,25,1744.0,97.0,158.98,6.32,43.0,10.0,Bowler
Player_287,Sunrisers Hyderabad,19,273.0,20.0,173.81,9.12,23.0,2.0,Bowler
Player_288,Rajasthan Royals,33,640.0,60.0,95.93,7.07,43.0,11.0,Batsman
Player_289,Rajasthan Royals,48,89.0,90.0,93.1,6.37,21.0,2.0,Batsman
Player_290,Mumbai Indians,39,228.0,18.0,99.21,10.89,21.0,13.0,All-Rounder
Player_291,Chennai Super Kings,9,1604.0,77.0,134.6,6.64,27.0,9.0,Wicket-Keeper
Player_292,Rajasthan Royals,21,1492.0,57.0,126.16,6.52,8.0,17.0,Wicket-Keeper
Player_293,Sunrisers Hyderabad,18,678.0,45.0,91.15,11.92,26.0,0.0,All-Rounder
Player_294,Chennai Super Kings,34,601.0,71.0,98.24,9.2,3.0,12.0,Wicket-Keeper
Player_295,Chennai Super Kings,10,991.0,31.0,137.41,7.5,39.0,19.0,Wicket-Keeper
Player_296,Rajasthan Royals,2,995.0,75.0,104.61,10.66,21.0,6.0,Wicket-Keeper
Player_297,Rajasthan Royals,19,1761.0,16.0,104.4,7.95,20.0,2.0,Wicket-Keeper
Player_298,Chennai Super Kings,30,542.0,96.0,137.84,6.23,17.0,9.0,Wicket-Keeper
Player_299,Punjab Kings,16,252.0,15.0,141.41,5.7,23.0,18.0,Batsman
Player_300,Mumbai Indians,24,1660.0,69.0,136.78,6.63,38.0,4.0,Wicket-Keeper
Player_301,Mumbai Indians,6,1691.0,36.0,117.31,12.0,48.0,17.0,Batsman
Player_302,Punjab Kings,11,1459.0,74.0,141.72,6.61,25.0,7.0,Wicket-Keeper
Player_303,Royal Challengers Bangalore,13,627.0,6.0,158.06,11.21,7.0,12.0,All-Rounder
Player_304,Sunrisers Hyderabad,26,388.0,31.0,81.7,7.39,47.0,16.0,Bowler
Player_305,Sunrisers Hyderabad,20,1449.0,80.0,114.95,10.3,23.0,18.0,Batsman
Player_306,Delhi Capitals,6,597.0,58.0,145.15,7.23,0.0,12.0,Wicket-Keeper
Player_307,Chennai Super Kings,48,1141.0,77.0,129.75,10.7,34.0,1.0,All-Rounder
Player_308,Delhi Capitals,4,1758.0,91.0,143.55,10.26,42.0,12.0,Bowler
Player_309,Punjab Kings,9,891.0,64.0,85.97,11.88,7.0,6.0,Batsman
Player_310,Delhi Capitals,17,1793.0,65.0,111.55,10.25,32.0,14.0,Bowler
Player_311,Delhi Capitals,31,946.0,72.0,178.94,8.52,14.0,12.0,All-Rounder
Player_312,Delhi Capitals,4,457.0,69.0,177.76,10.02,18.0,11.0,Batsman
Player_313,Punjab Kings,19,1697.0,24.0,129.82,8.54,31.0,11.0,Bowler
Player_314,Royal Challengers Bangalore,3,1050.0,94.0,145.87,10.65,34.0,2.0,Wicket-Keeper
Player_315,Chennai Super Kings,36,1418.0,52.0,151.6,8.78,32.0,15.0,Batsman
Player_316,Chennai Super Kings,14,433.0,43.0,124.53,6.73,16.0,1.0,Bowler
Player_317,Mumbai Indians,44,263.57,29.31,114.24,10.89,33.97,20.4,All-Rounder
Player_318,Punjab Kings,46,1157.0,25.0,154.68,6.62,30.0,16.0,All-Rounder
Player_319,Sunrisers Hyderabad,49,1426.0,54.0,132.99,11.12,16.0,5.0,Batsman
Player_320,Sunrisers Hyderabad,12,542.0,43.0,81.8,5.0,30.0,13.0,Bowler
Player_321,Sunrisers Hyderabad,19,1686.0,13.0,161.41,6.52,25.0,2.0,Batsman
Player_322,Kolkata Knight Riders,36,1144.0,81.0,122.21,10.78,41.0,1.0,Batsman
Player_323,Punjab Kings,3,951.0,8.0,175.19,9.93,18.0,0.0,Bowler
Player_324,Punjab Kings,34,505.0,30.0,134.23,8.79,4.0,9.0,Bowler
Player_325,Sunrisers Hyderabad,22,1896.0,82.0,88.02,7.94,6.0,10.0,Wicket-Keeper
Player_326,Chennai Super Kings,34,1576.0,96.0,142.2,7.45,14.0,19.0,Bowler
Player_327,Kolkata Knight Riders,44,799.0,79.0,130.96,7.13,29.0,13.0,All-Rounder
Player_328,Chennai Super Kings,22,1462.0,73.0,112.26,6.62,22.0,3.0,Batsman
Player_329,Delhi Capitals,16,529.0,36.0,150.54,9.41,26.0,0.0,Batsman
Player_330,Rajasthan Royals,8,1717.0,29.0,95.42,8.7,27.0,3.0,All-Rounder
Player_331,Mumbai Indians,48,946.0,75.0,160.85,5.71,33.0,15.0,Bowler
Player_332,Kolkata Knight Riders,35,627.0,7.0,150.94,5.93,32.0,1.0,All-Rounder
Player_333,Rajasthan Royals,48,1589.0,11.0,128.01,11.01,42.0,11.0,All-Rounder
Player_334,Sunrisers Hyderabad,34,778.02,37.44,131.98,9.25,10.16,9.66,Wicket-Keeper
Player_335,Mumbai Indians,43,606.51,16.66,122.98,7.99,17.91,11.15,All-Rounder
Player_336,Delhi Capitals,5,312.0,26.0,175.09,9.27,47.0,17.0,Batsman
Player_337,Delhi Capitals,41,1035.46,6.23,109.24,6.52,16.37,12.45,All-Rounder
Player_338,Rajasthan Royals,13,1041.0,90.0,93.07,7.82,12.0,12.0,Batsman
Player_339,Royal Challengers Bangalore,14,1311.0,12.0,148.88,7.75,10.0,1.0,Batsman
Player_340,Sunrisers Hyderabad,36,603.0,92.0,141.5,11.59,35.0,17.0,Batsman
Player_341,Delhi Capitals,31,684.0,32.0,122.11,7.01,29.0,0.0,Bowler
Player_342,Mumbai Indians,49,1117.0,27.0,92.13,10.8,23.0,17.0,Wicket-Keeper
Player_343,Punjab Kings,44,1613.0,28.0,120.73,10.89,31.0,8.0,Batsman
Player_344,Royal Challengers Bangalore,19,693.0,73.0,118.5,7.83,32.0,14.0,Batsman
Player_345,Mumbai Indians,11,1874.0,64.0,114.75,7.39,29.0,10.0,Bowler
Player_346,Kolkata Knight Riders,16,1356.0,68.0,93.17,9.88,23.0,11.0,Batsman
Player_347,Delhi Capitals,17,1656.0,35.0,105.61,9.46,41.0,15.0,All-Rounder
Player_348,Rajasthan Royals,13,1396.0,40.0,150.63,7.68,39.0,2.0,All-Rounder
Player_349,Sunrisers Hyderabad,23,229.0,64.0,167.66,5.99,33.0,2.0,Wicket-Keeper
Player_350,Kolkata Knight Riders,24,21.0,97.0,148.68,8.57,49.0,2.0,Batsman
Player_351,Rajasthan Royals,43,50.0,44.0,109.41,9.83,29.0,13.0,Bowler
Player_352,Royal Challengers Bangalore,18,433.0,95.0,126.81,8.82,3.0,18.0,All-Rounder
Player_353,Punjab Kings,48,569.0,30.0,148.03,9.97,1.0,10.0,Bowler
Player_354,Chennai Super Kings,47,1765.0,54.0,113.26,10.86,22.0,13.0,Bowler
Player_355,Mumbai Indians,44,1971.0,55.0,86.17,11.65,15.0,15.0,All-Rounder
Player_356,Delhi Capitals,39,1631.0,20.0,120.34,8.76,27.0,11.0,Bowler
Player_357,Chennai Super Kings,9,1492.48,93.41,166.72,5.77,5.76,15.19,All-Rounder
Player_358,Rajasthan Royals,46,317.0,27.0,141.41,5.23,41.0,16.0,Bowler
Player_359,Delhi Capitals,9,441.0,38.0,164.51,8.55,10.0,15.0,All-Rounder
Player_360,Sunrisers Hyderabad,11,837.0,27.0,124.18,8.71,46.0,11.0,Batsman
Player_361,Sunrisers Hyderabad,28,824.0,51.0,92.35,7.61,36.0,11.0,Wicket-Keeper
Player_362,Royal Challengers Bangalore,28,1365.97,90.97,159.49,6.47,33.05,9.58,All-Rounder
Player_363,Royal Challengers Bangalore,13,1957.0,25.0,103.44,6.55,29.0,15.0,All-Rounder
Player_364,Rajasthan Royals,10,22.0,57.0,87.6,9.34,49.0,2.0,Wicket-Keeper
Player_365,Punjab Kings,37,447.0,82.0,129.49,9.15,19.0,5.0,All-Rounder
Player_366,Delhi Capitals,40,1464.0,34.0,169.06,10.56,47.0,3.0,All-Rounder
Player_367,Mumbai Indians,20,909.0,97.0,133.01,7.92,6.0,10.0,Bowler
Player_368,Mumbai Indians,5,73.0,52.0,88.47,6.06,38.0,7.0,Wicket-Keeper
Player_369,Chennai Super Kings,4,1929.0,19.0,138.19,5.96,11.0,12.0,Batsman
Player_370,Sunrisers Hyderabad,42,848.0,95.0,165.86,8.02,42.0,15.0,All-Rounder
Player_371,Royal Challengers Bangalore,12,202.0,92.0,122.93,9.88,35.0,2.0,Wicket-Keeper
Player_372,Mumbai Indians,42,1448.28,45.94,126.02,6.0,38.36,6.01,Bowler
Player_373,Rajasthan Royals,26,1086.0,2.0,157.14,5.79,2.0,16.0,Batsman
Player_374,Delhi Capitals,7,1600.0,96.0,103.44,5.63,15.0,15.0,Wicket-Keeper
Player_375,Royal Challengers Bangalore,39,865.77,92.63,150.52,9.68,25.52,15.51,Batsman
Player_376,Chennai Super Kings,6,1208.0,48.0,137.36,10.7,34.0,6.0,Batsman
Player_377,Delhi Capitals,49,332.0,1.0,121.76,7.38,36.0,9.0,Batsman
Player_378,Delhi Capitals,23,1921.82,25.76,79.35,10.9,20.36,18.45,All-Rounder
Player_379,Rajasthan Royals,37,271.0,87.0,153.48,5.52,16.0,9.0,All-Rounder
Player_380,Royal Challengers Bangalore,4,132.0,71.0,134.8,6.08,4.0,4.0,Bowler
Player_381,Royal Challengers Bangalore,42,481.0,75.0,153.72,9.51,31.0,3.0,Bowler
Player_382,Mumbai Indians,37,1377.0,0.0,163.12,6.46,46.0,7.0,Wicket-Keeper
Player_383,Rajasthan Royals,13,625.0,6.0,147.21,9.97,25.0,4.0,Bowler
Player_384,Sunrisers Hyderabad,34,1688.0,34.0,141.57,9.46,4.0,9.0,Batsman
Player_385,Punjab Kings,22,1595.87,42.11,145.97,6.02,38.22,15.92,Batsman
Player_386,Sunrisers Hyderabad,9,1994.0,36.0,117.5,6.51,10.0,0.0,All-Rounder
Player_387,Chennai Super Kings,38,1127.0,15.0,144.3,11.45,44.0,17.0,Batsman
Player_388,Delhi Capitals,3,421.0,74.0,175.02,5.51,37.0,4.0,Wicket-Keeper
Player_389,Rajasthan Royals,44,1889.42,10.08,107.15,7.99,50.06,13.04,Batsman
Player_390,Mumbai Indians,46,409.0,85.0,142.15,9.53,45.0,3.0,Batsman
Player_391,Delhi Capitals,13,1525.0,23.0,123.88,8.08,37.0,5.0,Wicket-Keeper
Player_392,Sunrisers Hyderabad,42,467.0,18.0,113.4,10.15,9.0,1.0,Bowler
Player_393,Sunrisers Hyderabad,3,107.0,12.0,164.56,6.94,16.0,3.0,Bowler
Player_394,Kolkata Knight Riders,38,225.0,90.0,97.15,7.33,49.0,12.0,Wicket-Keeper
Player_395,Mumbai Indians,7,2049.08,87.32,117.51,10.85,10.58,10.07,All-Rounder
Player_396,Punjab Kings,40,164.0,53.0,111.42,6.71,14.0,3.0,Batsman
Player_397,Sunrisers Hyderabad,11,1646.0,31.0,134.51,8.36,46.0,10.0,Wicket-Keeper
Player_398,Delhi Capitals,3,527.0,43.0,80.94,10.67,36.0,13.0,Batsman
Player_399,Punjab Kings,37,911.0,56.0,83.77,10.07,10.0,16.0,All-Rounder
Player_400,Rajasthan Royals,7,1016.0,10.0,131.03,8.12,4.0,7.0,Batsman
Player_401,Royal Challengers Bangalore,36,1781.0,50.0,108.84,5.36,13.0,7.0,Wicket-Keeper
Player_402,Delhi Capitals,15,1146.0,26.0,103.72,7.6,34.0,0.0,Batsman
Player_403,Royal Challengers Bangalore,33,679.0,56.0,160.97,6.87,6.0,17.0,Bowler
Player_404,Sunrisers Hyderabad,11,1520.0,30.0,111.7,6.18,18.0,9.0,All-Rounder
Player_405,Royal Challengers Bangalore,34,489.0,8.0,112.38,6.27,23.0,8.0,All-Rounder
Player_406,Rajasthan Royals,40,1254.0,42.0,139.82,7.52,18.0,1.0,All-Rounder
Player_407,Rajasthan Royals,34,204.58,78.69,138.69,8.59,30.26,17.93,Wicket-Keeper
Player_408,Mumbai Indians,47,1023.0,90.0,91.05,5.46,46.0,9.0,All-Rounder
Player_409,Royal Challengers Bangalore,44,139.4,50.9,95.37,5.9,34.49,16.5,Bowler
Player_410,Delhi Capitals,27,751.25,91.62,110.93,5.91,47.45,14.56,Wicket-Keeper
Player_411,Delhi Capitals,2,901.0,92.0,127.04,11.25,46.0,3.0,Bowler
Player_412,Royal Challengers Bangalore,38,1168.0,86.0,116.4,10.47,6.0,12.0,Batsman
Player_413,Chennai Super Kings,15,667.0,54.0,87.8,6.59,31.0,9.0,Batsman
Player_414,Sunrisers Hyderabad,27,341.0,19.0,168.43,8.24,33.0,0.0,Batsman
Player_415,Mumbai Indians,37,957.0,64.0,113.96,11.86,22.0,16.0,Batsman
Player_416,Kolkata Knight Riders,44,1045.29,32.98,93.51,5.63,32.65,18.45,Bowler
Player_417,Mumbai Indians,21,1291.0,19.0,106.26,9.9,9.0,8.0,Wicket-Keeper
Player_418,Delhi Capitals,13,765.0,50.0,114.18,7.45,1.0,8.0,Wicket-Keeper
Player_419,Royal Challengers Bangalore,39,1507.0,77.0,125.59,9.84,49.0,19.0,All-Rounder
Player_420,Chennai Super Kings,34,1127.0,68.0,105.1,11.88,19.0,0.0,Bowler
Player_421,Royal Challengers Bangalore,11,1185.0,37.0,102.29,10.65,12.0,11.0,Batsman
Player_422,Punjab Kings,12,1591.0,67.0,105.17,10.03,6.0,13.0,Bowler
Player_423,Punjab Kings,23,333.0,87.0,163.2,10.77,37.0,1.0,All-Rounder
Player_424,Chennai Super Kings,37,129.0,70.0,104.57,5.98,17.0,0.0,All-Rounder
Player_425,Delhi Capitals,36,127.0,72.0,173.01,9.15,47.0,14.0,Bowler
Player_426,Punjab Kings,16,1139.0,55.0,114.97,11.78,21.0,9.0,Bowler
Player_427,Delhi Capitals,15,40.0,53.0,85.22,10.56,38.0,14.0,Bowler
Player_428,Royal Challengers Bangalore,31,595.0,16.0,84.72,9.02,46.0,19.0,Wicket-Keeper
Player_429,Kolkata Knight Riders,1,1322.0,24.0,123.86,7.31,18.0,3.0,Batsman
Player_430,Delhi Capitals,35,487.0,27.0,96.06,7.07,47.0,4.0,Bowler
Player_431,Rajasthan Royals,47,116.0,58.0,168.92,5.99,2.0,6.0,Bowler
Player_432,Punjab Kings,6,767.0,99.0,154.25,6.12,45.0,0.0,Bowler
Player_433,Chennai Super Kings,20,1869.0,39.0,100.9,5.4,14.0,1.0,All-Rounder
Player_434,Kolkata Knight Riders,36,1399.0,62.0,91.65,9.06,13.0,18.0,All-Rounder
Player_435,Delhi Capitals,25,536.0,94.0,109.53,10.29,33.0,0.0,Wicket-Keeper
Player_436,Mumbai Indians,33,1067.0,81.0,148.57,11.88,10.0,12.0,Batsman
Player_437,Delhi Capitals,45,693.0,80.0,147.78,8.48,16.0,2.0,Wicket-Keeper
Player_438,Punjab Kings,44,327.0,83.0,107.42,11.49,3.0,16.0,Batsman
Player_439,Mumbai Indians,31,471.0,34.0,140.99,6.01,18.0,9.0,All-Rounder
Player_440,Chennai Super Kings,6,1920.0,95.0,130.67,7.86,24.0,18.0,All-Rounder
Player_441,Punjab Kings,41,802.88,65.11,167.97,8.74,40.97,17.1,All-Rounder
Player_442,Royal Challengers Bangalore,39,72.0,38.0,123.59,11.41,0.0,18.0,Wicket-Keeper
Player_443,Mumbai Indians,42,1071.0,6.0,113.39,5.67,1.0,12.0,Bowler
Player_444,Sunrisers Hyderabad,46,1985.0,14.0,81.33,9.34,24.0,10.0,Bowler
Player_445,Sunrisers Hyderabad,34,530.0,50.0,100.76,8.81,12.0,4.0,All-Rounder
Player_446,Kolkata Knight Riders,16,1579.0,35.0,156.61,9.21,13.0,0.0,Bowler
Player_447,Punjab Kings,1,1379.0,43.0,96.67,9.92,47.0,17.0,Bowler
Player_448,Mumbai Indians,40,1712.0,5.0,94.6,5.29,43.0,10.0,Wicket-Keeper
Player_449,Royal Challengers Bangalore,6,99.0,36.0,174.68,6.81,4.0,8.0,Batsman
Player_450,Kolkata Knight Riders,14,1745.0,65.0,126.44,8.39,23.0,3.0,All-Rounder
Player_451,Punjab Kings,14,1196.95,27.81,93.65,7.14,21.14,4.83,All-Rounder
Player_452,Delhi Capitals,12,1785.0,56.0,98.44,9.03,16.0,15.0,Wicket-Keeper
Player_453,Royal Challengers Bangalore,13,1860.0,19.0,144.44,11.46,40.0,7.0,Wicket-Keeper
Player_454,Kolkata Knight Riders,1,1458.0,79.0,176.67,5.01,7.0,8.0,Bowler
Player_455,Sunrisers Hyderabad,18,1752.0,33.0,121.67,7.9,1.0,9.0,All-Rounder
Player_456,Mumbai Indians,41,56.0,81.0,140.53,7.9,10.0,3.0,Batsman
Player_457,Chennai Super Kings,26,1593.0,84.0,156.12,5.98,19.0,15.0,Wicket-Keeper
Player_458,Mumbai Indians,9,1795.0,1.0,121.11,7.4,26.0,13.0,Batsman
Player_459,Punjab Kings,17,881.0,9.0,167.29,5.14,15.0,7.0,Batsman
Player_460,Sunrisers Hyderabad,5,179.0,84.0,163.98,6.65,15.0,1.0,All-Rounder
Player_461,Kolkata Knight Riders,25,1773.0,14.0,123.68,7.87,17.0,8.0,All-Rounder
Player_462,Punjab Kings,4,1012.58,102.22,176.26,6.45,8.32,17.88,Wicket-Keeper
Player_463,Mumbai Indians,24,1024.0,91.0,166.02,9.8,40.0,13.0,All-Rounder
Player_464,Rajasthan Royals,3,1180.0,48.0,170.64,7.16,19.0,9.0,All-Rounder
Player_465,Punjab Kings,46,130.0,90.0,162.85,8.34,20.0,2.0,All-Rounder
Player_466,Punjab Kings,16,132.0,56.0,153.56,7.53,39.0,15.0,Batsman
Player_467,Kolkata Knight Riders,41,1724.0,71.0,130.9,6.08,49.0,9.0,Wicket-Keeper
Player_468,Sunrisers Hyderabad,19,635.0,27.0,125.26,5.94,23.0,6.0,Bowler
Player_469,Delhi Capitals,1,1341.0,8.0,176.1,5.68,36.0,3.0,Batsman
Player_470,Mumbai Indians,43,1773.0,52.0,99.43,11.42,37.0,12.0,All-Rounder
Player_471,Rajasthan Royals,16,475.0,53.0,167.54,9.49,34.0,11.0,Batsman
Player_472,Mumbai Indians,17,928.0,12.0,174.73,11.39,35.0,3.0,All-Rounder
Player_473,Rajasthan Royals,19,138.0,47.0,117.52,7.91,14.0,13.0,All-Rounder
Player_474,Chennai Super Kings,25,1828.0,70.0,162.15,7.83,37.0,10.0,Batsman
Player_475,Punjab Kings,25,555.0,41.0,147.34,8.31,30.0,15.0,Wicket-Keeper
Player_476,Rajasthan Royals,48,1530.79,90.78,166.55,9.3,42.92,17.61,All-Rounder
Player_477,Delhi Capitals,17,1095.0,21.0,88.03,8.28,38.0,2.0,Wicket-Keeper
Player_478,Punjab Kings,43,1135.0,47.0,138.48,8.07,6.0,9.0,Bowler
Player_479,Rajasthan Royals,13,137.0,96.0,92.07,8.42,42.0,4.0,All-Rounder
Player_480,Mumbai Indians,43,440.0,4.0,150.53,7.32,48.0,17.0,Wicket-Keeper
Player_481,Mumbai Indians,42,1341.0,64.0,138.88,9.37,19.0,1.0,Wicket-Keeper
Player_482,Mumbai Indians,5,1593.0,91.0,144.02,10.07,40.0,6.0,Bowler
Player_483,Kolkata Knight Riders,30,335.0,77.0,100.89,6.87,31.0,16.0,Wicket-Keeper
Player_484,Chennai Super Kings,27,96.0,38.0,160.52,10.58,42.0,17.0,Wicket-Keeper
Player_485,Kolkata Knight Riders,45,445.0,23.0,135.94,10.79,41.0,10.0,Bowler
Player_486,Royal Challengers Bangalore,40,485.91,22.36,107.16,9.04,36.5,18.16,All-Rounder
Player_487,Royal Challengers Bangalore,15,1987.0,47.0,175.94,8.32,15.0,3.0,Wicket-Keeper
Player_488,Kolkata Knight Riders,10,756.0,65.0,114.47,8.02,30.0,5.0,Wicket-Keeper
Player_489,Kolkata Knight Riders,33,13.0,33.0,99.85,5.83,26.0,15.0,Wicket-Keeper
Player_490,Mumbai Indians,42,589.0,69.0,106.35,11.15,33.0,14.0,Batsman
Player_491,Sunrisers Hyderabad,32,33.0,95.85,121.66,5.52,32.3,10.19,Bowler
Player_492,Mumbai Indians,42,1622.18,55.98,102.21,7.61,9.9,6.58,Batsman
Player_493,Mumbai Indians,6,1437.0,79.0,125.47,9.07,6.0,4.0,Bowler
Player_494,Kolkata Knight Riders,42,293.0,8.0,101.09,8.15,40.0,4.0,All-Rounder
Player_495,Sunrisers Hyderabad,40,453.0,36.0,141.0,8.03,23.0,4.0,All-Rounder
Player_496,Royal Challengers Bangalore,37,766.14,0.92,97.33,9.16,4.11,18.53,Wicket-Keeper
Player_497,Delhi Capitals,48,1960.0,68.0,113.73,5.6,31.0,2.0,Bowler
Player_498,Delhi Capitals,35,903.8,59.23,101.6,6.37,32.84,18.11,All-Rounder
Player_499,Mumbai Indians,29,573.0,69.0,162.4,8.18,47.0,18.0,Bowler
Player_500,Royal Challengers Bangalore,3,98.0,44.0,97.83,5.07,44.0,1.0,All-Rounder
